Name,Team,Year,Games Plyd,Rush,Rush Yards,Rush TD,Target,Catch,Catch yards,Catch TD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul | Niles,WAS,2011,13,1,7,,5,2,25,,,,,,,,,,,,,,,,,,,,,,,,,
Payne | Logan,SEA,2008,2,,,,4,3,39,,,,,,,,,,,,,,,,,,,,,,,,,
Perry | Tab,CIN,2005,6,3,9,1,5,4,21,1,,,,,,,,,,,,,,,,,,,,,,,,
Perry | Tab,CIN,2006,2,,,,6,5,81,,,,,,,,,,,,,,,,,,,,,,,,,
Perry | Tab,CIN,2007,2,1,9,,5,1,7,,,,,,,,,,,,,,,,,,,,,,,,,
Pettis | Austin,STL,2011,12,1,-6,,48,27,256,,,,,,,,,,,,,,,,,,,,,,,,,
Pettis | Austin,STL,2012,14,,,,48,30,261,4,,,,,,,,,,,,,,,,,,,,,,,,
Pilares | Kealoha,CAR,2012,8,1,17,,4,2,42,1,,,,,,,,,,,,,,,,,,,,,,,,
Pinkston | Todd,PHI,2004,14,,,,67,36,676,1,,,,,,,,,,,,,,,,,,,,,,,,
Ponder | Willie,NYG,2004,2,1,-4,,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,
Ponder | Willie,NYG,2005,1,1,4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poole | Nathan,ARI,2004,6,,,,11,5,70,,,,,,,,,,,,,,,,,,,,,,,,,
Poole | Nathan,NO,2005,3,,,,4,3,63,,,,,,,,,,,,,,,,,,,,,,,,,
Porter | Jerry,JAC,2007,16,,,,103,44,705,6,,,,,,,,,,,,,,,,,,,,,,,,
Porter | Jerry,JAC,2008,10,,,,30,11,181,1,,,,,,,,,,,,,,,,,,,,,,,,
Porter | Jerry,OAK,2004,16,1,-4,,132,64,998,9,,,,,,,,,,,,,,,,,,,,,,,,
Porter | Jerry,OAK,2005,16,1,-8,,142,76,942,5,,,,,,,,,,,,,,,,,,,,,,,,
Porter | Jerry,OAK,2006,2,,,,4,1,19,,,,,,,,,,,,,,,,,,,,,,,,,
Posey | DeVier,HOU,2012,11,1,-3,,14,6,87,,,,,,,,,,,,,,,,,,,,,,,,,
Preston | Michael,TEN,2012,4,,,,7,5,59,,,,,,,,,,,,,,,,,,,,,,,,,
Price | Peerless,ATL,2004,16,3,34,,93,45,575,3,,,,,,,,,,,,,,,,,,,,,,,,
Price | Peerless,BUF,2006,16,5,18,,81,50,402,3,,,,,,,,,,,,,,,,,,,,,,,,
Price | Peerless,BUF,2007,4,,,,13,7,68,,,,,,,,,,,,,,,,,,,,,,,,,
Price | Peerless,DAL,2005,7,1,9,,9,6,96,,,,,,,,,,,,,,,,,,,,,,,,,
Price | Taylor,NE,2010,1,,,,4,3,41,,,,,,,,,,,,,,,,,,,,,,,,,
Price | Taylor,NEP,2011,5,,,,4,2,39,,,,,,,,,,,,,,,,,,,,,,,,,
Proehl | Ricky,CAR,2004,16,1,9,,68,34,497,,,,,,,,,,,,,,,,,,,,,,,,,
Proehl | Ricky,CAR,2005,14,1,-8,,48,25,441,4,,,,,,,,,,,,,,,,,,,,,,,,
Proehl | Ricky,IND,2006,2,,,,4,3,30,,,,,,,,,,,,,,,,,,,,,,,,,
Purify | Maurice,CIN,2009,5,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pyatt | Brad,IND,2004,1,,,,2,2,12,,,,,,,,,,,,,,,,,,,,,,,,,
Quick | Brian,STL,2012,14,,,,27,11,156,2,,,,,,,,,,,,,,,,,,,,,,,,
Randle | Rueben,NYG,2012,16,,,,32,19,298,3,,,,,,,,,,,,,,,,,,,,,,,,
Randle El | Antwaan,PIT,2004,16,8,34,,63,43,601,3,,,,,,,,,,,,,,,,,,,,,,,,
Randle El | Antwaan,PIT,2005,16,12,73,,71,35,558,1,,,,,,,,,,,,,,,,,,,,,,,,
Randle El | Antwaan,PIT,2010,16,1,2,,39,22,253,,,,,,,,,,,,,,,,,,,,,,,,,
Randle El | Antwaan,WAS,2006,16,19,118,,65,32,351,3,,,,,,,,,,,,,,,,,,,,,,,,
Randle El | Antwaan,WAS,2007,15,4,,,77,51,728,1,,,,,,,,,,,,,,,,,,,,,,,,
Randle El | Antwaan,WAS,2008,16,1,5,,87,53,593,4,,,,,,,,,,,,,,,,,,,,,,,,
Randle El | Antwaan,WAS,2009,16,,,,69,50,530,,,,,,,,,,,,,,,,,,,,,,,,,
Reed | David,BAL,2010,13,1,15,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reed | David,BAL,2011,11,1,16,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
Reed | David,BAL,2012,8,,,,6,5,66,,,,,,,,,,,,,,,,,,,,,,,,,
Reed | Josh,BUF,2004,11,2,-1,,38,16,153,,,,,,,,,,,,,,,,,,,,,,,,,
Reed | Josh,BUF,2005,16,1,-3,,49,32,449,2,,,,,,,,,,,,,,,,,,,,,,,,
Reed | Josh,BUF,2006,13,4,13,,49,34,410,2,,,,,,,,,,,,,,,,,,,,,,,,
Reed | Josh,BUF,2007,15,4,10,,87,51,578,,,,,,,,,,,,,,,,,,,,,,,,,
Reed | Josh,BUF,2008,13,,,,80,56,597,1,,,,,,,,,,,,,,,,,,,,,,,,
Reed | Josh,BUF,2009,14,,,,45,27,291,1,,,,,,,,,,,,,,,,,,,,,,,,
Reid | Willie,PIT,2007,6,,,,6,4,54,,,,,,,,,,,,,,,,,,,,,,,,,
Reynaud | Darius,MIN,2008,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reynaud | Darius,NYG,2010,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reynaud | Darius,TEN,2012,16,16,33,,9,5,35,,,,,,,,,,,,,,,,,,,,,,,,,
Rice | Jerry,OAK,2004,3,,,,13,5,67,,,,,,,,,,,,,,,,,,,,,,,,,
Rice | Jerry,SEA,2004,11,,,,46,25,362,3,,,,,,,,,,,,,,,,,,,,,,,,
Rice | Sidney,MIN,2007,13,,,,53,31,396,4,,,,,,,,,,,,,,,,,,,,,,,,
Rice | Sidney,MIN,2008,13,,,,31,15,141,4,,,,,,,,,,,,,,,,,,,,,,,,
Rice | Sidney,MIN,2009,16,,,,121,83,1312,8,,,,,,,,,,,,,,,,,,,,,,,,
Rice | Sidney,MIN,2010,6,,,,42,17,280,2,,,,,,,,,,,,,,,,,,,,,,,,
Rice | Sidney,SEA,2011,9,2,3,,57,32,484,2,,,,,,,,,,,,,,,,,,,,,,,,
Rice | Sidney,SEA,2012,16,2,6,,82,50,748,7,,,,,,,,,,,,,,,,,,,,,,,,
Rideau | Brandon,CHI,2008,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ridgeway | Dante,NYJ,2005,1,,,,2,2,26,,,,,,,,,,,,,,,,,,,,,,,,,
Roberts | Andre,ARI,2010,15,,,,49,24,307,2,,,,,,,,,,,,,,,,,,,,,,,,
Roberts | Andre,ARI,2011,16,3,27,,98,51,586,2,,,,,,,,,,,,,,,,,,,,,,,,
Roberts | Andre,ARI,2012,15,4,29,,114,64,759,5,,,,,,,,,,,,,,,,,,,,,,,,
Robinson | Aldrick,WAS,2012,15,1,14,,19,11,237,3,,,,,,,,,,,,,,,,,,,,,,,,
Robinson | Kevin,KC,2008,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robinson | Koren,GB,2006,3,,,,16,7,89,,,,,,,,,,,,,,,,,,,,,,,,,
Robinson | Koren,GB,2007,9,1,5,,34,21,241,1,,,,,,,,,,,,,,,,,,,,,,,,
Robinson | Koren,MIN,2005,12,4,27,1,41,22,347,1,,,,,,,,,,,,,,,,,,,,,,,,
Robinson | Koren,SEA,2004,10,1,3,,69,31,495,2,,,,,,,,,,,,,,,,,,,,,,,,
Robinson | Koren,SEA,2008,12,1,-4,,58,31,400,2,,,,,,,,,,,,,,,,,,,,,,,,
Robinson | Laurent,ATL,2007,15,,,,75,37,437,1,,,,,,,,,,,,,,,,,,,,,,,,
Robinson | Laurent,ATL,2008,6,,,,6,5,52,,,,,,,,,,,,,,,,,,,,,,,,,
Robinson | Laurent,DAL,2011,14,,,,80,54,858,11,,,,,,,,,,,,,,,,,,,,,,,,
Robinson | Laurent,JAC,2012,7,,,,43,24,252,,,,,,,,,,,,,,,,,,,,,,,,,
Robinson | Laurent,STL,2009,3,,,,23,13,167,1,,,,,,,,,,,,,,,,,,,,,,,,
Robinson | Laurent,STL,2010,14,2,-14,,75,34,344,2,,,,,,,,,,,,,,,,,,,,,,,,
Robinson | Marcus,MIN,2004,16,,,,81,47,657,8,,,,,,,,,,,,,,,,,,,,,,,,
Robinson | Marcus,MIN,2005,15,,,,60,31,515,5,,,,,,,,,,,,,,,,,,,,,,,,
Robinson | Marcus,MIN,2006,9,,,,58,29,381,4,,,,,,,,,,,,,,,,,,,,,,,,
Robinson | Ryne,CAR,2007,16,,,,8,4,35,,,,,,,,,,,,,,,,,,,,,,,,,
Robiskie | Brian,CLE,2009,11,,,,21,7,106,,,,,,,,,,,,,,,,,,,,,,,,,
Robiskie | Brian,CLE,2010,14,,,,49,29,310,3,,,,,,,,,,,,,,,,,,,,,,,,
Robiskie | Brian,CLE,2011,6,,,,9,3,25,,,,,,,,,,,,,,,,,,,,,,,,,
Robiskie | Brian,DET,2012,6,,,,6,4,44,1,,,,,,,,,,,,,,,,,,,,,,,,
Roby | Courtney,IND,2008,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roby | Courtney,NO,2009,15,,,,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,
Roby | Courtney,NO,2010,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roby | Courtney,NOS,2012,13,,,,2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,
Roby | Courtney,TEN,2005,10,2,16,,46,21,289,1,,,,,,,,,,,,,,,,,,,,,,,,
Roby | Courtney,TEN,2006,4,1,3,,4,2,28,,,,,,,,,,,,,,,,,,,,,,,,,
Rogers | Charles,DET,2004,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rogers | Charles,DET,2005,8,,,,31,14,197,1,,,,,,,,,,,,,,,,,,,,,,,,
Roosevelt | Naaman,BUF,2010,6,1,3,,17,9,139,,,,,,,,,,,,,,,,,,,,,,,,,
Roosevelt | Naaman,BUF,2011,11,,,,26,16,257,1,,,,,,,,,,,,,,,,,,,,,,,,
Royal | Eddie,DEN,2008,15,11,109,,129,91,980,5,,,,,,,,,,,,,,,,,,,,,,,,
Royal | Eddie,DEN,2009,14,1,1,,79,37,345,,,,,,,,,,,,,,,,,,,,,,,,,
Royal | Eddie,DEN,2010,16,6,61,,105,59,627,3,,,,,,,,,,,,,,,,,,,,,,,,
Royal | Eddie,DEN,2011,12,7,48,,49,19,155,1,,,,,,,,,,,,,,,,,,,,,,,,
Royal | Eddie,SDC,2012,10,3,22,,44,23,234,1,,,,,,,,,,,,,,,,,,,,,,,,
Russell | Clifford,CIN,2004,4,3,15,,4,1,21,,,,,,,,,,,,,,,,,,,,,,,,,
Russell | Clifford,DEN,2008,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russell | Clifford,MIA,2006,2,,,,2,2,14,,,,,,,,,,,,,,,,,,,,,,,,,
Salas | Greg,STL,2011,6,1,8,,38,27,264,,,,,,,,,,,,,,,,,,,,,,,,,
Sampson | DeMarco,ARI,2011,11,,,,8,3,36,,,,,,,,,,,,,,,,,,,,,,,,,
Sanders | Emmanuel,PIT,2010,13,,,,50,28,376,2,,,,,,,,,,,,,,,,,,,,,,,,
Sanders | Emmanuel,PIT,2011,11,,,,43,22,288,2,,,,,,,,,,,,,,,,,,,,,,,,
Sanders | Emmanuel,PIT,2012,16,1,4,,75,44,626,1,,,,,,,,,,,,,,,,,,,,,,,,
Sanders | Steve,CLE,2008,5,,,,6,1,18,,,,,,,,,,,,,,,,,,,,,,,,,
Sanu | Mohamed,CIN,2012,9,5,15,,25,16,154,4,,,,,,,,,,,,,,,,,,,,,,,,
Sanzenbacher | Dane,CHI,2011,16,1,-4,,54,27,276,3,,,,,,,,,,,,,,,,,,,,,,,,
Sanzenbacher | Dane,CHI,2012,5,,,,3,1,7,,,,,,,,,,,,,,,,,,,,,,,,,
Schifino | Jake,TEN,2004,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schilens | Chaz,NYJ,2012,15,,,,41,28,289,2,,,,,,,,,,,,,,,,,,,,,,,,
Schilens | Chaz,OAK,2008,16,1,-2,,32,15,226,2,,,,,,,,,,,,,,,,,,,,,,,,
Schilens | Chaz,OAK,2009,8,,,,52,29,365,2,,,,,,,,,,,,,,,,,,,,,,,,
Schilens | Chaz,OAK,2010,5,,,,9,5,40,1,,,,,,,,,,,,,,,,,,,,,,,,
Schilens | Chaz,OAK,2011,15,,,,34,23,271,2,,,,,,,,,,,,,,,,,,,,,,,,
Schroeder | Bill,TB,2004,3,,,,11,7,156,1,,,,,,,,,,,,,,,,,,,,,,,,
Shaw | Bobby,BUF,2004,4,,,,12,5,59,,,,,,,,,,,,,,,,,,,,,,,,,
Shaw | Bobby,SD,2004,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shepherd | Edell,HOU,2006,5,2,5,,4,3,22,,,,,,,,,,,,,,,,,,,,,,,,,
Shepherd | Edell,TB,2005,4,,,,8,6,103,1,,,,,,,,,,,,,,,,,,,,,,,,
Shipley | Jordan,CIN,2010,15,,,,74,52,600,3,,,,,,,,,,,,,,,,,,,,,,,,
Shipley | Jordan,CIN,2011,2,,,,5,4,14,,,,,,,,,,,,,,,,,,,,,,,,,
Shipley | Jordan,TBB,2012,7,,,,39,23,244,1,,,,,,,,,,,,,,,,,,,,,,,,
Shorts | Cecil,JAC,2011,10,,,,12,2,30,1,,,,,,,,,,,,,,,,,,,,,,,,
Shorts | Cecil,JAC,2012,14,1,-4,,105,55,979,7,,,,,,,,,,,,,,,,,,,,,,,,
Simpson | Jerome,CIN,2008,6,,,,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,
Simpson | Jerome,CIN,2009,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Simpson | Jerome,CIN,2010,5,1,2,,25,20,277,3,,,,,,,,,,,,,,,,,,,,,,,,
Simpson | Jerome,CIN,2011,16,,,,105,50,725,4,,,,,,,,,,,,,,,,,,,,,,,,
Simpson | Jerome,MIN,2012,12,,,,51,26,274,,,,,,,,,,,,,,,,,,,,,,,,,
Sims-Walker | Mike,JAC,2009,15,,,,111,63,869,7,,,,,,,,,,,,,,,,,,,,,,,,
Sims-Walker | Mike,JAC,2010,14,,,,80,43,562,7,,,,,,,,,,,,,,,,,,,,,,,,
Sims-Walker | Mike,STL,2011,6,,,,33,12,150,,,,,,,,,,,,,,,,,,,,,,,,,
Slater | Matthew,NE,2008,14,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slater | Matthew,NE,2009,14,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slater | Matthew,NE,2010,15,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small | O.J.,TEN,2005,1,,,,1,1,6,,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Brad,BUF,2011,15,20,87,1,42,23,240,1,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Brad,BUF,2012,15,14,116,1,22,14,152,2,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Brad,NYJ,2006,13,18,103,,14,9,61,,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Brad,NYJ,2007,16,12,45,,66,32,325,2,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Brad,NYJ,2008,15,12,113,,19,12,64,,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Brad,NYJ,2009,13,18,207,1,12,7,63,,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Brad,NYJ,2010,16,38,299,1,7,4,44,,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Jimmy,JAX,2004,16,,,,141,74,1172,6,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Jimmy,JAX,2005,16,,,,135,70,1023,6,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Jonathan,BUF,2005,4,1,1,,7,5,56,1,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Marcus,BAL,2008,6,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Marcus,BAL,2010,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Richard,KC,2004,1,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Rod,DEN,2004,16,5,33,,134,79,1144,7,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Rod,DEN,2005,16,1,7,,124,85,1105,6,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Rod,DEN,2006,16,,,,90,52,512,3,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Steve (Car),CAR,2004,1,,,,8,6,60,,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Steve (Car),CAR,2005,16,4,25,1,156,103,1563,12,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Steve (Car),CAR,2006,14,8,61,1,140,83,1166,8,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Steve (Car),CAR,2007,15,9,66,,149,87,1002,7,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Steve (Car),CAR,2008,14,5,40,,129,78,1421,6,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Steve (Car),CAR,2009,15,5,22,,128,65,982,7,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Steve (Car),CAR,2010,14,1,9,,99,46,554,2,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Steve (Car),CAR,2011,16,6,56,,129,79,1394,7,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Steve (Car),CAR,2012,16,3,27,,138,73,1174,4,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Steve (NYG),NYG,2007,5,,,,14,8,63,,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Steve (NYG),NYG,2008,16,,,,82,57,574,1,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Steve (NYG),NYG,2009,16,,,,157,107,1220,7,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Steve (NYG),NYG,2010,9,,,,75,48,529,3,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Steve (NYG),PHI,2011,9,,,,21,11,124,1,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Steve (NYG),STL,2012,9,,,,24,14,131,,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Taj,IND,2010,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Torrey,BAL,2011,16,4,39,,95,50,841,7,,,,,,,,,,,,,,,,,,,,,,,,
Smith | Torrey,BAL,2012,16,3,9,,110,49,855,8,,,,,,,,,,,,,,,,,,,,,,,,
Spurlock | Michael,ARI,2006,1,,,,4,4,31,,,,,,,,,,,,,,,,,,,,,,,,,
Spurlock | Michael,SDC,2012,14,,,,29,23,200,1,,,,,,,,,,,,,,,,,,,,,,,,
Spurlock | Micheal,SF,2009,6,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spurlock | Micheal,TB,2007,7,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spurlock | Micheal,TB,2010,16,,,,33,17,250,2,,,,,,,,,,,,,,,,,,,,,,,,
Stallworth | Donte,NEP,2012,1,,,,2,1,63,1,,,,,,,,,,,,,,,,,,,,,,,,
Stallworth | Donte,WAS,2011,11,2,1,,38,22,309,2,,,,,,,,,,,,,,,,,,,,,,,,
Stallworth | Donte',BAL,2010,8,5,45,,5,2,82,,,,,,,,,,,,,,,,,,,,,,,,,
Stallworth | Donte',CLE,2008,11,1,-4,,45,17,170,1,,,,,,,,,,,,,,,,,,,,,,,,
Stallworth | Donte',NE,2007,16,1,12,,75,46,697,3,,,,,,,,,,,,,,,,,,,,,,,,
Stallworth | Donte',NO,2004,15,6,37,,107,58,767,5,,,,,,,,,,,,,,,,,,,,,,,,
Stallworth | Donte',NO,2005,16,2,2,,130,70,945,7,,,,,,,,,,,,,,,,,,,,,,,,
Stallworth | Donte',PHI,2006,12,,,,79,38,725,5,,,,,,,,,,,,,,,,,,,,,,,,
Stanback | Isaiah,DAL,2008,8,,,,3,2,24,,,,,,,,,,,,,,,,,,,,,,,,,
Stanback | Isaiah,NE,2009,6,,,,7,3,22,,,,,,,,,,,,,,,,,,,,,,,,,
Standeford | John,DET,2008,9,,,,33,15,244,,,,,,,,,,,,,,,,,,,,,,,,,
Standeford | John,DET,2009,2,,,,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,
Stanley | Derek,STL,2007,3,1,5,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stanley | Derek,STL,2008,10,1,,,12,6,119,1,,,,,,,,,,,,,,,,,,,,,,,,
Stanley | Derek,STL,2009,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steptoe | Syndric,CLE,2008,16,,,,40,19,182,,,,,,,,,,,,,,,,,,,,,,,,,
Stokley | Brandon,DEN,2007,13,1,,,71,40,635,5,,,,,,,,,,,,,,,,,,,,,,,,
Stokley | Brandon,DEN,2008,15,,,,85,49,528,3,,,,,,,,,,,,,,,,,,,,,,,,
Stokley | Brandon,DEN,2009,16,,,,33,19,327,4,,,,,,,,,,,,,,,,,,,,,,,,
Stokley | Brandon,DEN,2012,15,,,,58,45,544,5,,,,,,,,,,,,,,,,,,,,,,,,
Stokley | Brandon,IND,2004,16,,,,102,68,1077,10,,,,,,,,,,,,,,,,,,,,,,,,
Stokley | Brandon,IND,2005,14,,,,66,41,543,1,,,,,,,,,,,,,,,,,,,,,,,,
Stokley | Brandon,IND,2006,4,,,,12,8,85,1,,,,,,,,,,,,,,,,,,,,,,,,
Stokley | Brandon,NYG,2011,2,,,,3,1,7,,,,,,,,,,,,,,,,,,,,,,,,,
Stokley | Brandon,SEA,2010,11,,,,43,31,354,,,,,,,,,,,,,,,,,,,,,,,,,
Stone | John,OAK,2004,2,,,,5,3,80,,,,,,,,,,,,,,,,,,,,,,,,,
Stovall | Maurice,DET,2011,15,,,,4,1,8,,,,,,,,,,,,,,,,,,,,,,,,,
Stovall | Maurice,TB,2006,6,2,29,,13,7,102,,,,,,,,,,,,,,,,,,,,,,,,,
Stovall | Maurice,TB,2007,15,,,,13,10,86,1,,,,,,,,,,,,,,,,,,,,,,,,
Stovall | Maurice,TB,2008,5,,,,8,3,25,,,,,,,,,,,,,,,,,,,,,,,,,
Stovall | Maurice,TB,2009,15,,,,46,24,366,1,,,,,,,,,,,,,,,,,,,,,,,,
Stovall | Maurice,TB,2010,12,,,,9,7,81,1,,,,,,,,,,,,,,,,,,,,,,,,
Streater | Rod,OAK,2012,16,,,,74,39,584,3,,,,,,,,,,,,,,,,,,,,,,,,
Streets | Tai,DET,2004,13,,,,58,28,260,1,,,,,,,,,,,,,,,,,,,,,,,,
Stroughter | Sammie,TB,2009,13,,,,58,31,334,1,,,,,,,,,,,,,,,,,,,,,,,,
Stroughter | Sammie,TB,2010,12,1,2,,40,24,239,,,,,,,,,,,,,,,,,,,,,,,,,
Stroughter | Sammie,TBB,2011,6,,,,7,4,52,,,,,,,,,,,,,,,,,,,,,,,,,
Stroughter | Sammie,TBB,2012,2,,,,2,1,14,,,,,,,,,,,,,,,,,,,,,,,,,
Stuckey | Chansi,ARI,2011,9,,,,8,4,39,,,,,,,,,,,,,,,,,,,,,,,,,
Stuckey | Chansi,CLE,2010,16,3,9,1,63,40,346,,,,,,,,,,,,,,,,,,,,,,,,,
Stuckey | Chansi,NYJ,2008,15,1,1,,45,32,359,3,,,,,,,,,,,,,,,,,,,,,,,,
Stuckey | Chansi,NYJ,2009,15,2,6,,64,30,318,2,,,,,,,,,,,,,,,,,,,,,,,,
Swain | Brett,GB,2009,6,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swain | Brett,GB,2010,16,,,,9,6,72,,,,,,,,,,,,,,,,,,,,,,,,,
Swain | Brett,SFO,2011,5,,,,7,2,15,,,,,,,,,,,,,,,,,,,,,,,,,
Sweed | Limas,PIT,2008,11,,,,10,6,64,,,,,,,,,,,,,,,,,,,,,,,,,
Sweed | Limas,PIT,2009,9,,,,5,1,5,,,,,,,,,,,,,,,,,,,,,,,,,
Swinton | Reggie,DET,2004,10,1,3,,30,18,213,1,,,,,,,,,,,,,,,,,,,,,,,,
Tate | Brandon,CIN,2012,16,1,0,,25,13,211,1,,,,,,,,,,,,,,,,,,,,,,,,
Tate | Brandon,NE,2009,2,1,11,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tate | Brandon,NE,2010,16,5,62,,46,24,432,3,,,,,,,,,,,,,,,,,,,,,,,,
Tate | Golden,SEA,2010,11,2,4,,39,21,227,,,,,,,,,,,,,,,,,,,,,,,,,
Tate | Golden,SEA,2011,16,5,14,,58,35,382,3,,,,,,,,,,,,,,,,,,,,,,,,
Tate | Golden,SEA,2012,15,3,20,,67,45,688,7,,,,,,,,,,,,,,,,,,,,,,,,
Taylor | Courtney,SEA,2007,8,,,,6,5,38,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor | Courtney,SEA,2008,10,,,,25,9,98,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor | Jamaar,NYG,2004,6,1,-8,,19,6,146,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor | Jamaar,NYG,2005,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor | Travis,BAL,2004,10,,,,83,34,421,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor | Travis,CAR,2007,2,,,,2,1,4,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor | Travis,MIN,2005,16,2,3,,92,50,604,4,,,,,,,,,,,,,,,,,,,,,,,,
Taylor | Travis,MIN,2006,16,1,5,,90,57,651,3,,,,,,,,,,,,,,,,,,,,,,,,
Terrell | David,CHI,2004,16,3,10,,95,42,699,1,,,,,,,,,,,,,,,,,,,,,,,,
Terrell | David,DEN,2005,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas | Demaryius,DEN,2010,10,2,1,,39,22,283,2,,,,,,,,,,,,,,,,,,,,,,,,
Thomas | Demaryius,DEN,2011,11,1,5,,70,32,551,4,,,,,,,,,,,,,,,,,,,,,,,,
Thomas | Demaryius,DEN,2012,16,,,,141,94,1434,10,,,,,,,,,,,,,,,,,,,,,,,,
Thomas | Devin,NYG,2011,16,,,,3,3,37,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas | Devin,WAS,2008,16,3,53,1,27,15,120,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas | Devin,WAS,2009,14,3,-2,,47,25,325,3,,,,,,,,,,,,,,,,,,,,,,,,
Thomas | Devin,WAS,2010,9,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas | Mike,JAC,2009,14,12,86,,62,48,453,1,,,,,,,,,,,,,,,,,,,,,,,,
Thomas | Mike,JAC,2010,16,12,114,,101,66,820,4,,,,,,,,,,,,,,,,,,,,,,,,
Thomas | Mike,JAC,2011,15,3,11,,91,44,415,1,,,,,,,,,,,,,,,,,,,,,,,,
Thomas | Mike,JAC,2012,16,7,57,,40,18,108,1,,,,,,,,,,,,,,,,,,,,,,,,
Thompson | Deonte,BAL,2012,6,,,,6,5,51,,,,,,,,,,,,,,,,,,,,,,,,,
Thompson | Derrius,MIA,2004,15,,,,48,23,359,4,,,,,,,,,,,,,,,,,,,,,,,,
Thorpe | Craphonso,IND,2007,5,,,,20,12,70,1,,,,,,,,,,,,,,,,,,,,,,,,
